,Security Id,Security Name,Group,Industry
2490,SSPNFIN,SSPN Finance Ltd,M ,Other Financial Services
2491,FRASER,Fraser and Company Ltd,XT,Comm.Trading  &amp; Distribution
2492,SVPHOUSING,SVP Housing Ltd,M ,Comm.Trading  &amp; Distribution
2493,AGIIL,AGI Infra Ltd,M ,Realty
2494,BKMINDST,BKM Industries Ltd,B ,Containers &amp; Packaging
2495,MANAKSTELTD,Manaksia Steels Ltd,T ,Iron &amp; Steel/Interm.Products
2496,MNKALCOLTD,Manaksia Aluminium Company Ltd,B ,Aluminium
2497,MNKCMILTD,Manaksia Coated Metals &amp; Industries Ltd,B ,Iron &amp; Steel/Interm.Products
2499,INOXWIND,Inox Wind Ltd,B ,Heavy Electrical Equipment
2500,RAJPUTANA,Rajputana Investment and Finance Ltd,XT,Finance (including NBFCs)
2501,AANANDALAK,Aananda Lakshmi Spinning Mills Ltd,XT,Textiles
2503,FILTRA,Filtra Consultants and Engineers Ltd,M ,Utilities:Non-Elec.
2504,ATHCON,Athena Constructions Ltd,M ,Realty
2505,NORTHLINK,Northlink Fiscal and Capital Services Ltd,XT,Finance (including NBFCs)
2507,OPCHAINS,O. P. Chains Ltd,M ,Comm.Trading  &amp; Distribution
2509,JAINMARMO,Jain Marmo Industries Ltd,XT,Construction Materials
2510,BFFL,Bangalore Fort Farms Ltd,XT,Jute &amp; Jute Products
2511,PALCO,Palco Metals Ltd,XT,Aluminium
2513,MEP,MEP Infrastructure Developers Ltd,B ,Roads &amp; Highways
2514,CLLIMITED,Crescent Leasing Ltd,XT,Investment Companies
2515,UFO,UFO Moviez India Ltd,B ,Broadcasting &amp; Cable TV
2516,ICSL,Integrated Capital Services Ltd,XT,Consulting Services
2517,PNCINFRA,PNC Infratech Ltd,B ,Roads &amp; Highways
2519,INDRAIND,Indra Industries Ltd,XT,Fertilizers
2520,HAWAENG,Hawa Engineers Ltd,XT,Industrial Machinery
2522,CAPFIN,Capfin India Ltd,XT,Other Financial Services
2523,MOONGIPASEC,Moongipa Securities Ltd,XT,Other Financial Services
2525,SATIA,Satia Industries Ltd,XT,Paper &amp; Paper Products
2529,MUL,Mauria Udyog Ltd,XT,Other Industrial Products
2530,MISHKA,Mishka Exim Ltd,B ,Other Apparels &amp; Accessories
2531,SPORTKING,Sportking India Ltd,XT,Textiles
2532,VMV,VMV Holidays Ltd,M ,Travel Support Services
2533,AMBITION,Ambition Mica Ltd,M ,Paper &amp; Paper Products
2534,JIYAECO,Jiya Eco-Products Ltd,M ,Utilities:Non-Elec.
2536,LOYAL,Loyal Equipments Ltd,M ,Industrial Machinery
2537,GGPL,Gala Global Products Ltd,B ,Comm.Printing/Stationery
2538,MRSS,Majestic Research Services and Solutions Ltd,M ,Diversified
2540,JEL,Jyotirgamya Enterprises Ltd,XT,Comm.Trading  &amp; Distribution
2541,BALKRISHNA,Balkrishna Paper Mills Ltd,B ,Containers &amp; Packaging
2542,SCFL,Shyam Century Ferrous Ltd,T ,Iron &amp; Steel/Interm.Products
2544,ADANITRANS,Adani Transmission Ltd,A ,Electric Utilities
2545,AMRAFIN,Amrapali Fincap Ltd,M ,Finance (including NBFCs)
2546,DRHABEEB,Dr Habeebullah Life Sciences Ltd,XT,Comm.Trading  &amp; Distribution
2547,SYNGENE,Syngene International Ltd,A ,Pharmaceuticals
2548,PECOS,Pecos Hotels and Pubs Ltd,M ,Restaurants
2549,MSL,Mangalam Seeds Ltd,M ,Other Agricultural Products
2550,KAYA,Kaya Ltd,B ,Sp.Consumer Services
2551,SYMBIOX,Symbiox Investment &amp; Trading Company Ltd,XT,Other Financial Services
2552,ORTINLAABS,Ortin Laboratories Ltd,B ,Pharmaceuticals
2553,AVI,AVI Polymers Ltd,XT,Specialty Chemicals
2554,MJCO,Majesco Ltd,B ,IT Consulting &amp; Software
2555,BINDALAGRO,Oswal Greentech Ltd,B ,Investment Companies
2556,ARVSMART,Arvind SmartSpaces Ltd,B ,Realty
2557,POWERMECH,Power Mech Projects Ltd,B ,Construction &amp; Engineering
2559,RAMASTEEL,Rama Steel Tubes Ltd,B ,Iron &amp; Steel Products
2562,UNIAUTO,Universal Autofoundry Ltd,M ,Auto Parts &amp; Equipment
2563,VETO,Veto Switchgears and Cables Ltd,B ,Other Elect.Equip./ Prod.
2564,NAVKARCORP,Navkar Corporation Ltd,A ,Transport Related Services
2565,PENPEBS,Pennar Engineered Building Systems Ltd,B ,Realty
2566,SHREEPUSHK,Shree Pushkar Chemicals &amp; Fertilisers Ltd,B ,Specialty Chemicals
2568,GUJGAS,Gujarat Gas Ltd,A ,Integrated Oil &amp; Gas
2569,HKT,H.K. Trade International Ltd,M ,Containers &amp; Packaging
2570,SADBHIN,Sadbhav Infrastructure Project Ltd,B ,Roads &amp; Highways
2573,POLYSPIN,Polyspin Exports Ltd,XT,Containers &amp; Packaging
2574,SKC,Sri Krishna Constructions (India) Ltd,M ,Realty
2575,SML,Soni Medicare Ltd,XT,Healthcare Facilities
2576,KRISHNACAP,Krishna Capital and Securities Ltd,XT,Finance (including NBFCs)
2577,KCL,Kabra Commercial Ltd,XT,Coal
2578,VISHALBL,Vishal Bearings Ltd,M ,Industrial Machinery
2579,BELLACASA,Bella Casa Fashion &amp; Retail Ltd,M ,Textiles
2580,PJL,Patdiam Jewellery Ltd,M ,Other Apparels &amp; Accessories
2581,VAL,Vaksons Automobiles Ltd,M ,Other Agricultural Products
2582,ARAMBHAN,Arambhan Hospitality Services Ltd,M ,Restaurants
2583,SATIN,Satin Creditcare Network Ltd,B ,Finance (including NBFCs)
2585,SWAGTAM,Swagtam Trading &amp; Services Ltd,XT,Comm.Trading  &amp; Distribution
2586,KUBERJI,Kuber Udyog Ltd,XT,Finance (including NBFCs)
2587,NEERAJ,Neeraj Paper Marketing Ltd,XT,Comm.Trading  &amp; Distribution
2588,SIENERGY,Sinner Energy India Ltd,XT,Comm.Trading  &amp; Distribution
2589,TEJNAKSH,Tejnaksh Healthcare Ltd,M ,Healthcare Facilities
2591,COFFEEDAY,Coffee Day Enterprises Ltd,B ,Restaurants
2593,BEARDSELL,Beardsell Ltd,B ,Containers &amp; Packaging
2594,INDIGO,InterGlobe Aviation Ltd,A ,Airlines
2596,SHK,S H Kelkar and Company Ltd,B ,Personal Products
2600,GEETANJ,Geetanjali Credit and Capital Ltd,XT,Finance (including NBFCs)
2604,ADCON,Adcon Capital Services Ltd,XT,Finance (including NBFCs)
2606,UDAYJEW,Uday Jewellery Industries Ltd,XT,Distributors
2607,MAYUKH,Mayukh Dealtrade Ltd,XT,Distributors
2608,SHAILJA,Shailja Commercial Trade Frenzy Ltd,XT,Comm.Trading  &amp; Distribution
2609,NAVIGANT,Navigant Corporate Advisors Ltd,M ,Other Financial Services
2610,GROVY,Grovy India Ltd,XT,Real Estate Investment
2611,ALKEM,Alkem Laboratories Ltd,A ,Pharmaceuticals
2612,LALPATHLAB,Dr. Lal PathLabs Ltd,A ,Healthcare Services
2613,SCTL,Suncare Traders Ltd,M ,Distributors
2615,LUXIND,Lux Industries Ltd,B ,Other Apparels &amp; Accessories
2616,ABHIINFRA,Abhishek Infraventures Ltd,XT,Realty
2617,NH,Narayana Hrudayalaya Ltd,B ,Healthcare Facilities
2619,DDIL,Deep Diamond India Ltd,XT,Other Apparels &amp; Accessories
2625,MISHTANN,Mishtann Foods Ltd,XT,Other Agricultural Products
2626,DELTA,Delta Industrial Resources Ltd,XT,Other Financial Services
2627,JSLHISAR,Jindal Stainless (Hisar) Ltd,B ,Iron &amp; Steel Products
2628,ORACLECR,Oracle Credit Ltd,XT,Finance (including NBFCs)
2629,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,XT,IT Software Products
2630,AINFRA,A Infrastructure Ltd,XT,Cement &amp; Cement Products
2631,BCLENTERPR,BCL Enterprises Ltd,XT,Finance (including NBFCs)
2633,PRECAM,Precision Camshafts Ltd,B ,Auto Parts &amp; Equipment
2635,TEAMLEASE,TeamLease Services Ltd,B ,Sp.Consumer Services
2636,VIDLI,Vidli Restaurants Ltd,M ,Restaurants
2638,ACEMEN,Ace Men Engg Works Ltd,XT,Distributors
2639,RGF,RGF Capital Markets Ltd,XT,Finance (including NBFCs)
2640,RCL,Radhagobind Commercial Ltd,XT,Distributors
2641,QUICKHEAL,Quick Heal Technologies Ltd,B ,IT Software Products
2642,KAPILRAJ,Kapil Raj Finance Ltd,XT,Finance (including NBFCs)
2643,GANGAPHARM,Ganga Pharmaceuticals Ltd,MT,Pharmaceuticals
2647,KPEL,K.P. Energy Ltd,M ,Electric Utilities
2648,IFINSER,Interactive Financial Services Ltd,XT,Finance (including NBFCs)
2649,HYPERSOFT,Hypersoft Technologies Ltd,XT,IT Consulting &amp; Software
2650,GOKULAGRO,Gokul Agro Resources Ltd,T ,Edible Oils
2651,FREDUN,Fredun Pharmaceuticals Ltd,XT,Pharmaceuticals
2652,SIMBHALS,Simbhaoli Sugars Ltd,B ,Sugar
2653,RELICAB,Relicab Cable Manufacturing Ltd,M ,Other Elect.Equip./ Prod.
2654,VKAL,Vantage Knowledge Academy Ltd,XT,Education
2655,MODCL,Modern Converters Ltd,XT,Other Agricultural Products
2656,MNIL,Mega Nirman and Industries Ltd,XT,Realty
2657,DARJEELING,Darjeeling Ropeway Company Ltd,XT,Other Financial Services
2658,ADVIKCA,Advik Capital Ltd,XT,Finance (including NBFCs)
2659,PDMJEPAPER,Pudumjee Paper Products Ltd,B ,Paper &amp; Paper Products
2660,HCG,HealthCare Global Enterprises Ltd,B ,Healthcare Facilities
2661,KDML,Khemani Distributors &amp; Marketing Ltd,M ,Distributors
2662,UMIYA,Umiya Tubes Ltd,M ,Iron &amp; Steel Products
2663,BHARATWIRE,Bharat Wire Ropes Ltd,B ,Iron &amp; Steel Products
2664,CHDCHEM,CHD Chemicals Ltd,M ,Comm.Trading  &amp; Distribution
2665,INFIBEAM,Infibeam Incorporation Ltd,A ,Internet Software &amp; Services
2668,SUPERIOR,Superior Finlease Ltd,XT,Finance (including NBFCs)
2669,RUBY,Ruby Cables Ltd,M ,Other Elect.Equip./ Prod.
2670,RPEL,Raghav Productivity Enhancers Ltd,M ,Mining
2671,FRANKLIN,Franklin Leasing and Finance Ltd,M ,Finance (including NBFCs)
2672,LANCER,Lancer Container Lines Ltd,M ,Containers &amp; Packaging
2674,NINSYS,NINtec Systems Ltd,M ,IT Consulting &amp; Software
2675,EQUITAS,Equitas Holdings Ltd,A ,Holding Companies
2677,HALDER,Halder Venture Ltd,XT,Other Agricultural Products
2678,SKIL,SKIL Infrastructure Ltd,T ,Construction &amp; Engineering
2680,THYROCARE,Thyrocare Technologies Ltd,B ,Healthcare Services
2681,BAJAJHCARE,Bajaj Healthcare Ltd,M ,Pharmaceuticals
2683,UJJIVAN,Ujjivan Financial Services Ltd,A ,Finance (including NBFCs)
2684,CROMPTON,Crompton Greaves Consumer Electricals Ltd,A ,Household Appliances
2685,PILANIINVS,Pilani Investment and Industries Corporation Ltd,T ,Holding Companies
2686,DARSHANORNA,Darshan Orna Ltd,M ,Other Apparels &amp; Accessories
2687,PARAGMILK,Parag Milk Foods Ltd,A ,Packaged Foods
2688,MADHAVIPL,Madhav Infra Projects Ltd,XT,Construction &amp; Engineering
2691,SNIM,Svarnim Trade Udyog Ltd,XT,Comm.Trading  &amp; Distribution
2692,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,B ,Fertilizers
2693,SEIL,Shanti Educational Initiatives Ltd,M ,Education
2694,LIKHAMI,Likhami Consulting Ltd,XT,Consulting Services
2696,YASHCHEM,Yash Chemex Ltd,M ,Specialty Chemicals
2697,MAXVIL,Max Ventures and Industries Ltd,B ,Holding Companies
2699,JLL,Jindal Leasefin Ltd,XT,Investment Companies
2700,MGL,Mahanagar Gas Ltd,A ,Utilities:Non-Elec.
2701,QFSL,Quest Financial Services Ltd,XT,Finance (including NBFCs)
2702,ZEAL,Zeal Aqua Ltd,M ,Other Food Products
2703,QUESS,Quess Corp Ltd,B ,Diversified
2705,MAXINDIA,Max India Ltd,B ,Holding Companies
2706,ASYL,Advance Syntex Ltd,M ,Containers &amp; Packaging
2708,HUIL,Hindusthan Urban Infrastructure Ltd,XT,Electronic Components
2709,TITAANIUM,Titaanium Ten Enterprise Ltd,M ,Textiles
2710,COMSYN,Commercial Syn Bags Ltd,M ,Containers &amp; Packaging
2711,GLOBE,Globe Industrial Resources Ltd,XT,Comm.Trading  &amp; Distribution
2712,LLOYDSTEEL,Lloyds Steels Industries Ltd,T ,Industrial Machinery
2713,KPL,Kwality Pharmaceuticals Ltd,MT,Pharmaceuticals
2714,LTI,Larsen &amp; Toubro Infotech Ltd,A ,IT Consulting &amp; Software
2715,ADVENZYMES,Advanced Enzyme Technologies Ltd,A ,Other Agricultural Products
2716,LAHL,Ladam Affordable Housing Ltd,XT,Realty
2717,PTIL,Prabhat Telecoms (India) Ltd,M ,Specialty Retail
2718,DBL,Dilip Buildcon Ltd,A ,Roads &amp; Highways
2719,SPAL,S.P. Apparels Ltd,B ,Textiles
2720,BIGBLOC,Bigbloc Construction Ltd,B ,Cement &amp; Cement Products
2721,GOLDENCREST,Golden Crest Education &amp; Services Ltd,XT,Education
2722,ECS,ECS Biztech Ltd,XT,IT Consulting &amp; Software
2723,FRETAIL,Future Retail Ltd,T ,Department Stores
2724,RBLBANK,RBL Bank Ltd,A ,Banks
2726,SHIVAEXPO,Shiva Granito Export Ltd,M ,Construction Materials
2727,BLS,BLS International Services Ltd,B ,Travel Support Services
2728,MITSU,Mitsu Chem Plast Ltd,M ,Containers &amp; Packaging
2729,SPRAYKING,Sprayking Agro Equipment Ltd,M ,Other Industrial Products
2730,NARAYANI,Narayani Steels Ltd,M ,Iron &amp; Steel/Interm.Products
2731,GOVNOW,SAB Events &amp; Governance Now Media Ltd,B ,Publishing
2732,RSTL,Riddhi Steel and Tube Ltd,M ,Iron &amp; Steel Products
2733,TVVISION,TV Vision Ltd,B ,Broadcasting &amp; Cable TV
2734,SPICY,Spicy Entertainment and Media Ltd,M ,Movies &amp; Entertainment
2735,VISCO,Visco Trade Associates Ltd,XT,Other Financial Services
2737,LTTS,L&amp;T Technology Services Ltd,A ,Internet Software &amp; Services
2738,GNA,G N A Axles Ltd,B ,Auto Parts &amp; Equipment
2739,RADHIKAJWE,Radhika Jeweltech Ltd,M ,Other Apparels &amp; Accessories
2740,SIIL,Sabrimala Industries India Ltd,XT,Comm.Trading  &amp; Distribution
2741,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,B ,Life Insurance
2742,ARCFIN,ARC Finance Ltd,XT,Other Financial Services
2743,HPL,HPL Electric &amp; Power Ltd,B ,Heavy Electrical Equipment
2744,DRA,DRA Consultants Ltd,M ,Consulting Services
2745,VALIANTORG,Valiant Organics Ltd,M ,Pharmaceuticals
2746,ACML,Aditya Consumer Marketing Ltd,M ,Distributors
2747,SHASHIJIT,Shashijit Infraprojects Ltd,M ,Construction &amp; Engineering
2748,BINDALEXPO,Bindal Exports Ltd,M ,Other Apparels &amp; Accessories
2749,MHEL,Mewar Hi-Tech Engineering Ltd,M ,Construction &amp; Engineering
2750,DIKSAT,Diksat Transworld Ltd,M ,Movies &amp; Entertainment
2751,IGRL,India Green Reality Ltd,M ,Realty
2752,ENDURANCE,Endurance Technologies Ltd,B ,2/3 Wheelers
2753,PNBHOUSING,PNB Housing Finance Ltd,B ,Housing Finance 
2754,REGENCY,Regency Investments Ltd,XT,Other Financial Services
2755,VBL,Varun Beverages Ltd,B ,Containers &amp; Packaging
2756,SALEM,Salem Erode Investments Ltd,XT,Finance (including NBFCs)
2757,FRANKLININD,Franklin Industries Ltd,XT,Comm.Trading  &amp; Distribution
2759,SFL,Sheela Foam Ltd,B ,Furniture-Furnishing-Paints
2760,NIDL,Narendra Investments (Delhi) Ltd,XT,Consulting Services
2761,AVL,Aditya Vision Ltd,M ,Comm.Trading  &amp; Distribution
2762,TMRVL,The Mandhana Retail Ventures Ltd,B ,Specialty Retail
2763,SIFL,Sparkling (India) Finshares Ltd,XT,Finance (including NBFCs)
2764,TCIEXP,TCI Express Ltd,B ,Transportation - Logistics
2765,LAURUSLABS,Laurus Labs Ltd,B ,Pharmaceuticals
2766,NEWLIGHT,New Light Apparels Ltd,XT,Comm.Trading  &amp; Distribution
2768,SHANGAR,Shangar Decor Ltd,XT,Sp.Consumer Services
2769,GLCL,Globe Commercials Ltd,XT,Comm.Trading  &amp; Distribution
2771,DHANVARSHA,Dhanvarsha Finvest Ltd,XT,Other Financial Services
2772,SKL,Super Fine Knitters Ltd,M ,Other Apparels &amp; Accessories
2774,PRICOLLTD,Pricol Ltd,B ,Auto Parts &amp; Equipment
2775,CFL,Classic Filaments Ltd,XT,Textiles
2776,JITFINFRA,JITF Infralogistics Ltd,T ,Transport Related Services
2778,TANVI,Tanvi Foods (India) Ltd,M ,Comm.Trading  &amp; Distribution
2779,PARMAX,Parmax Pharma Ltd,XT,Pharmaceuticals
2780,LLFICL,Leading Leasing Finance And Investment Company Ltd,XT,Other Financial Services
2782,RADIOCITY,Music Broadcast Ltd,B ,Broadcasting &amp; Cable TV
2783,DMART,Avenue Supermarts Ltd,B ,Department Stores
2786,ONTIC,Ontic Finserve Ltd,XT,Other Financial Services
2788,CHEMCRUX,Chemcrux Enterprises Ltd,M ,Specialty Chemicals
2789,MANOMAY,Manomay Tex India Ltd,M ,Textiles
2790,MAXIMUS,Maximus International Ltd,M ,Finance (including NBFCs)
2791,MANAS,Manas Properties Ltd,M ,Realty
2792,CLEDUCATE,CL Educate Ltd,B ,Education
2793,OCEANIC,Oceanic Foods Ltd,M ,Other Food Products
2794,OCTAWARE,Octaware Technologies Ltd,M ,Internet Software &amp; Services
2795,SHANKARA,Shankara Building Products Ltd,B ,Iron &amp; Steel Products
2797,ESCORP,Escorp Asset Management Ltd,M ,Other Financial Services
2799,KMSMEDI,KMS Medisurgi Ltd,M ,Healthcare Supplies
2801,SCHAND,S Chand and Company Ltd,B ,Publishing
2802,KANUNGO,Kanungo Financiers Ltd,XT,Other Financial Services
2803,MEERA,Meera Industries Ltd,M ,Industrial Machinery
2804,HUDCO,Housing and Urban Development Corporation Ltd,B ,Housing Finance 
2805,PSPPROJECT,PSP Projects Ltd,B ,Construction &amp; Engineering
2806,BGJL,Bhakti Gems and Jewellery Ltd,M ,Other Apparels &amp; Accessories
2807,YUG,Yug Decor Ltd,M ,Specialty Chemicals
2809,STARCEMENT,Star Cement Ltd,B ,Cement &amp; Cement Products
2810,RIDDHICORP,Riddhi Corporate Services Ltd,M ,BPO/KPO
2811,TEJASNET,Tejas Networks Ltd,B ,Other Telecom Services
2812,ERIS,Eris Lifesciences Ltd,B ,Pharmaceuticals
2814,GTPL,GTPL Hathway Ltd,B ,Other Telecom Services
2815,AUBANK,AU Small Finance Bank Ltd,B ,Banks
2816,GEL,Gautam Exim Ltd,M ,Comm.Trading  &amp; Distribution
2817,GGENG,G G Engineering Ltd,M ,Heavy Electrical Equipment
2818,7NR,7NR Retail Ltd,M ,Specialty Retail
2820,BHAGYAPROP,Bhagyanagar Properties Ltd,B ,Realty
2821,SALASAR,Salasar Techno Engineering Ltd,B ,Construction &amp; Engineering
2822,AVADHSUGAR,Avadh Sugar &amp; Energy Ltd,B ,Sugar
2823,MAGADHSUGAR,Magadh Sugar &amp; Energy Ltd,B ,Sugar
2824,JIGAR,Jigar Cables Ltd,M ,Other Elect.Equip./ Prod.
2825,CTCL,Captain Technocast Ltd,M ,Other Industrial Goods
2826,SINTEXPLAST,Sintex Plastics Technology Ltd,B ,Plastic Products
2827,GSTL,Globalspace Technologies Ltd,M ,IT Consulting &amp; Software
2828,SIS,Security and Intelligence Services (India) Ltd,B ,Sp.Consumer Services
2829,COCHINSHIP,Cochin Shipyard Ltd,B ,Shipping
2831,ABCAPITAL,Aditya Birla Capital Ltd,B ,Holding Companies
2832,APEX,Apex Frozen Foods Ltd,B ,Packaged Foods
2833,SHISHIND,Shish Industries Ltd,M ,Plastic Products
2834,ANG,ANG Lifesciences India Ltd,M ,Healthcare Services
2837,AMFL,A &amp; M Febcon Ltd,M ,Industrial Machinery
2839,DIXON,Dixon Technologies (India) Ltd,B ,Consumer Electronics
2840,BRNL,Bharat Road Network Ltd,B ,Roads &amp; Highways
2841,DCAL,Dishman Carbogen Amcis Ltd,B ,Pharmaceuticals
2842,LASA,Lasa Supergenerics Ltd,T ,Healthcare Services
2843,MATRIMONY,Matrimony.com Ltd,B ,Internet Software &amp; Services
2844,RELHOME,Reliance Home Finance Ltd,B ,Housing Finance 
2845,CAPACITE,Capacite Infraprojects Ltd,B ,Realty
2846,SAGAR,Sagar Diamonds Ltd,M ,Other Apparels &amp; Accessories
2847,ICICIGI,ICICI Lombard General Insurance Company Ltd,B ,General Insurance
2848,PQIF,Polo Queen Industrial and Fintech Ltd,XT,Comm.Trading  &amp; Distribution
2850,SBILIFE,SBI Life Insurance Company Ltd,B ,Life Insurance
2851,DIAMONDYD,Prataap Snacks Ltd,B ,Packaged Foods
2852,SISL,Share India Securities Ltd,M ,Other Financial Services
2853,TTFL,Trident Texofab Ltd,M ,Comm.Trading  &amp; Distribution
2854,POOJA,Poojawestern Metaliks Ltd,M ,Other Industrial Products
2855,SAYAJIIND,Sayaji Industries Ltd,XT,Diversified
2856,VANTABIO,Vanta Bioscience Ltd,M ,Pharmaceuticals
2857,MEHAI,Mehai Technology Ltd,M ,Comm.Trading  &amp; Distribution
2858,IRIS,IRIS Business Services Ltd,M ,IT Software Products
2860,STL,Shreeji Translogistics Ltd,M ,Transportation - Logistics
2861,GODREJAGRO,Godrej Agrovet Ltd,B ,Other Agricultural Products
2862,MASFIN,MAS Financial Services Ltd,B ,Finance (including NBFCs)
2863,IEX,Indian Energy Exchange Ltd,B ,Electric Utilities
2864,GICRE,General Insurance Corporation of India,B ,General Insurance
2865,KAARYAFSL,Kaarya Facilities and Services Ltd,M ,Sp.Consumer Services
2866,SCPL,Sheetal Cool Products Ltd,M ,Packaged Foods
2868,MAHLOG,Mahindra Logistics Ltd,B ,Transportation - Logistics
2869,NIACL,The New India Assurance Company Ltd,B ,General Insurance
2870,KHADIM,Khadim India Ltd,B ,Footwear
2871,5PAISA,5paisa Capital Ltd,B ,Other Financial Services
2872,HDFCLIFE,HDFC Standard Life Insurance Company Ltd,B ,Life Insurance
2873,SBRANDS,Sanghvi Brands Ltd,M ,Hotels
2874,ASPIRA,Aspira Pathlab &amp; Diagnostics Ltd,XT,Healthcare Services
2875,SENSEXIWIN,ICICI Prudential Sensex iWIN ETF,B ,Other Financial Services
2876,TATAMTRDVR,Tata Motors  Ltd - DVR,A ,Commercial Vehicles
2877,FELDVR,Future Enterprises Ltd,B ,Department Stores
2879,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,B ,Plastic Products
2881,KARURVYSYA,KARUR VYSYA BANK LTD.,B ,Banks
2882,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,B ,Oil Marketing &amp; Distribution
2883,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.-$,B ,Pharmaceuticals
2884,XPROINDIA,XPRO INDIA LTD.,B ,Commodity Chemicals
2885,HISARMET,HISAR METAL INDUSTRIES LTD.-$,T ,Iron &amp; Steel/Interm.Products
2886,BHARATRAS,BHARAT RASAYAN LTD.,B ,Agrochemicals
2887,EASTSILK,EASTERN SILK INDUSTRIES LTD.,B ,Textiles
2888,FACT,FERTILIZERS &amp; CHEMICALS TRAVANCORE LTD.,B ,Fertilizers
2889,GINNIFILA,GINNI FILAMENTS LTD.,B ,Textiles
2890,SPIC,SOUTHERN PETROCHEMICALS LTD.,B ,Fertilizers
2891,DENORA,DE NORA INDIA LTD.,B ,Other Industrial Goods
2894,SAKSOFT,SAKSOFT LTD.,B ,IT Software Products
2895,SALONACOT,SALONA COTSPIN LTD.,B ,Textiles
2896,ANDHRSUGAR,ANDHRA SUGARS LTD.,B ,Commodity Chemicals
2897,IMPAL,INDIA MOTOR PARTS &amp; ACCESSORIES LTD.,B ,Comm.Trading  &amp; Distribution
2898,KCP,K.C.P.LTD.,B ,Cement &amp; Cement Products
2900,RADAAN,RADAAN MEDIAWORKS (I) LTD.,B ,Movies &amp; Entertainment
2901,SUNDARMFIN,SUNDARAM FINANCE LTD.,B ,Finance (including NBFCs)
2902,SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.,B ,Auto Parts &amp; Equipment
2903,WHEELS,WHEELS INDIA LTD.,B ,Auto Parts &amp; Equipment
2904,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,B ,Textiles
2905,MAITHANALL,MAITHAN ALLOYS LTD.,B ,Iron &amp; Steel/Interm.Products
2906,LOHIASEC,LOHIA SECURITIES LTD.,XT,Other Financial Services
2907,ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,B ,Mining
2908,NIFTYBEES,Reliance ETF Nifty BeES,B ,Other Financial Services
2909,JUNIORBEES,Reliance ETF Junior BeES,B ,Other Financial Services
2910,BANKBEES,Reliance ETF Bank BeES,B ,Other Financial Services
2911,KOTAKPSUBK,KOTAK MAHINDRA MUTUAL FUND - KOTAK PSU BANK ETF,B ,Other Financial Services
2912,PSUBNKBEES,Reliance ETF PSU Bank BeES,B ,Other Financial Services
2913,SHARIABEES,Reliance ETF Shariah BeES,B ,Other Financial Services
2914,QNIFTY,QUANTUM MUTUAL FUND - QUANTUM INDEX FUND ETF,B ,Other Financial Services
2915,M50,Motilal Oswal MOSt Shares M50 ETF,B ,Other Financial Services
2917,KANCOTEA,KANCO TEA &amp; INDUSTRIES LTD.,XT,Tea &amp; Coffee
2918,MADRASFERT,Madras Fertilizers Ltd,B ,Fertilizers
